CHANNEL,SOLD_TO
RETAILCAPS,100055824
LKA,156065514
RETAILCAPS,100060633
CS OTHERS,100078056
RETAILCAPS,100127002
RETAILCAPS,100052393
RETAILCAPS,PL5873V033
RETAILCAPS,100065569
RETAILCAPS,100127099
RETAILCAPS,100040974
WHOLESALES,156060686
GKA,100118750
RETAILCAPS,PL5910V021
RETAILCAPS,100025194
RETAILCAPS,PL5888V004
CS OXXO,156061485
LKA,100098997
CS OTHERS,100034224
RETAILCAPS,100051601
RETAILCAPS,100039721
WHOLESALES,156061827
RETAILCAPS,100055206
RETAILCAPS,100054007
RETAILCAPS,100060096
RETAILCAPS,100049586
RETAILCAPS,100064270
WHOLESALES,156058984
GKA,156058221
CS OXXO,156059910
RETAILCAPS,100065036
RETAILCAPS,100102725
WHOLESALES,100035112
RETAILCAPS,100038949
RETAILCAPS,100056838
RETAILCAPS,100039326
GKA,100028713
RETAILCAPS,100064889
WHOLESALES,156058970
WHOLESALES,156053046
CS OTHERS,100083751
LKA,156056329
RETAILCAPS,100031736
WHOLESALES,156064415
RETAILCAPS,100060049
RETAILCAPS,100066154
RETAILCAPS,100041938
RETAILCAPS,100039373
RETAILCAPS,100057182
RETAILCAPS,100064615
RETAILCAPS,100037117
RETAILCAPS,156100870
RETAILCAPS,100061701
CS OTHERS,100066081
RETAILCAPS,100127079
WHOLESALES,156064598
WHOLESALES,156052348
WHOLESALES,156060801
RETAILCAPS,100074309
RETAILCAPS,100064689
RETAILCAPS,100053007
RETAILCAPS,100038309
CS OTHERS,100093635
RETAILCAPS,100042036
RETAILCAPS,100089745
GKA,156057935
GKA,156057161
WHOLESALES,156061804
GKA,156058120
CS OTHERS,100067413
RETAILCAPS,100051801
NEWCHANNEL,156053101
RETAILCAPS,100096673
RETAILCAPS,156066089
CS OTHERS,100034200
GKA,100025626
RETAILCAPS,100057341
RETAILCAPS,100042038
WHOLESALES,156060766
CS OTHERS,100079814
RETAILCAPS,100041397
CS OTHERS,100026835
RETAILCAPS,100046350
RETAILCAPS,100033154
RETAILCAPS,100035257
RETAILCAPS,100039455
LKA,156053159
RETAILCAPS,100041228
RETAILCAPS,156100624
RETAILCAPS,100033805
RETAILCAPS,100032288
RETAILCAPS,100064054
RETAILCAPS,PL5886S015
RETAILCAPS,PL5886V029
RETAILCAPS,100055519
RETAILCAPS,100061608
GKA,156058296
RETAILCAPS,100056525
RETAILCAPS,156063004
CS OTHERS,156062063
RETAILCAPS,100044584
RETAILCAPS,100036098
RETAILCAPS,100062166
RETAILCAPS,100028835
GKA,100030899
RETAILCAPS,100046063
RETAILCAPS,100062783
LKA,156059081
WHOLESALES,156053069
LKA,156055893
CS OTHERS,156065302
RETAILCAPS,100054069
RETAILCAPS,100052303
RETAILCAPS,156066097
RETAILCAPS,100063300
WHOLESALES,156063566
CS OTHERS,100025418
RETAILCAPS,100064806
RETAILCAPS,100064168
RETAILCAPS,100049437
CLUBES,156054377
RETAILCAPS,100096662
GKA,100126922
WHOLESALES,156063257
WHOLESALES,156058828
RETAILCAPS,100047879
RETAILCAPS,100043399
GKA,156055132
LKA,156058585
CS OXXO,156060272
RETAILCAPS,100044504
RETAILCAPS,100043551
RETAILCAPS,100037576
CS OTHERS,100032713
GKA,100035874
RETAILCAPS,PL5897V010
NEWCHANNEL,156054514
CS OTHERS,100035319
CS OTHERS,100058715
CS OTHERS,100032733
RETAILCAPS,100042391
LKA,156058507
CS OTHERS,156060371
RETAILCAPS,100059705
CS OTHERS,100083094
RETAILCAPS,156101385
RETAILCAPS,PL5873S001
RETAILCAPS,PL5880V002
GKA,156055413
RETAILCAPS,100040009
RETAILCAPS,100052639
RETAILCAPS,100069488
RETAILCAPS,100028583
CS OTHERS,100056612
CS OTHERS,100055970
RETAILCAPS,100040418
RETAILCAPS,100056498
CS OTHERS,156059738
LKA,156065058
GKA,156056110
WHOLESALES,156063328
RETAILCAPS,100048906
RETAILCAPS,100040150
RETAILCAPS,100032458
WHOLESALES,156065186
RETAILCAPS,100061381
RETAILCAPS,100047456
CS OTHERS,156064055
CS OTHERS,100107637
RETAILCAPS,100055267
RETAILCAPS,156100672
RETAILCAPS,100055441
WHOLESALES,156065204
CS OXXO,156061402
RETAILCAPS,100064905
RETAILCAPS,100040830
CS OXXO,156059901
RETAILCAPS,100049443
RETAILCAPS,100047465
RETAILCAPS,100047644
RETAILCAPS,100046898
RETAILCAPS,100042102
CS OTHERS,100095368
WHOLESALES,156063425
RETAILCAPS,156066045
CS OTHERS,100026676
GKA,156065753
RETAILCAPS,PL5880V001
RETAILCAPS,100063803
RETAILCAPS,100036243
CS OTHERS,100092795
RETAILCAPS,100059227
RETAILCAPS,100040523
RETAILCAPS,100047286
GKA,100113785
LKA,156062600
RETAILCAPS,100064930
LKA,100053859
RETAILCAPS,100044807
RETAILCAPS,100043211
RETAILCAPS,100057975
RETAILCAPS,156101035
RETAILCAPS,156057327
LKA,100106973
GKA,156057719
RETAILCAPS,100050515
WHOLESALES,156062138
RETAILCAPS,PL5867S009
RETAILCAPS,100038129
RETAILCAPS,100045993
RETAILCAPS,100049778
RETAILCAPS,100049266
RETAILCAPS,156066005
RETAILCAPS,100053396
RETAILCAPS,100063912
GKA,100112362
RETAILCAPS,100054709
RETAILCAPS,PL5919V016
RETAILCAPS,PL5888V024
RETAILCAPS,100055005
RETAILCAPS,100045532
RETAILCAPS,PL5889V033
RETAILCAPS,100047707
RETAILCAPS,100050959
RETAILCAPS,PL5867V019
RETAILCAPS,100099156
RETAILCAPS,100060473
RETAILCAPS,100051038
RETAILCAPS,100045892
RETAILCAPS,100037193
RETAILCAPS,156101250
RETAILCAPS,100050651
RETAILCAPS,100033384
RETAILCAPS,100030138
WHOLESALES,156060415
CS OTHERS,100104638
RETAILCAPS,100047876
GKA,156065638
RETAILCAPS,100065244
RETAILCAPS,156064535
RETAILCAPS,100056889
NEWCHANNEL,156053384
RETAILCAPS,100045553
RETAILCAPS,156056600
RETAILCAPS,156100801
LKA,100044684
RETAILCAPS,100062771
RETAILCAPS,100059670
RETAILCAPS,100116406
RETAILCAPS,100127507
GKA,156054123
RETAILCAPS,100050355
GKA,156065826
RETAILCAPS,156059363
GKA,156055142
GKA,156057761
CS OTHERS,100086701
GKA,100026802
RETAILCAPS,100039662
RETAILCAPS,100062927
RETAILCAPS,100050815
WHOLESALES,100025925
GKA,156066735
WHOLESALES,156065279
RETAILCAPS,156064673
WHOLESALES,156061062
RETAILCAPS,100056900
RETAILCAPS,100063074
GKA,156057904
RETAILCAPS,100057142
CS OTHERS,100085641
NEWCHANNEL,156053463
WHOLESALES,156063804
CS OXXO,156060224
RETAILCAPS,100127698
CS OTHERS,100092982
GKA,100113787
WHOLESALES,156064617
RETAILCAPS,100046529
WHOLESALES,100102180
GKA,100081909
GKA,100126284
RETAILCAPS,156064460
RETAILCAPS,100044957
GKA,100102440
RETAILCAPS,100062486
CS OTHERS,156062257
RETAILCAPS,100060449
RETAILCAPS,PL5886V006
LKA,156060501
LKA,100081310
RETAILCAPS,100044384
RETAILCAPS,156066035
CS OTHERS,100083237
WHOLESALES,156060948
NEWCHANNEL,100036410
RETAILCAPS,100034954
RETAILCAPS,100038125
GKA,156055287
RETAILCAPS,PL5901S008
CS OTHERS,100065263
RETAILCAPS,100048390
RETAILCAPS,100035180
RETAILCAPS,156059469
RETAILCAPS,100044437
CS OTHERS,100090933
LKA,100026497
RETAILCAPS,100046753
RETAILCAPS,100035897
RETAILCAPS,100047892
RETAILCAPS,100039114
RETAILCAPS,100056459
RETAILCAPS,PL5970V009
RETAILCAPS,100058808
RETAILCAPS,156055446
CS OTHERS,100100648
RETAILCAPS,100047809
RETAILCAPS,100044166
RETAILCAPS,100037687
RETAILCAPS,100035132
RETAILCAPS,100075584
RETAILCAPS,100035750
RETAILCAPS,100053458
GKA,156066650
RETAILCAPS,100057849
RETAILCAPS,PL5887V037
RETAILCAPS,156100374
WHOLESALES,156065226
RETAILCAPS,100050581
RETAILCAPS,100048869
RETAILCAPS,156101321
RETAILCAPS,PL5870V001
RETAILCAPS,100057224
RETAILCAPS,100065579
WHOLESALES,156064983
RETAILCAPS,100051222
RETAILCAPS,100063652
RETAILCAPS,100040529
CS OTHERS,100077677
RETAILCAPS,100065439
RETAILCAPS,PL5896V015
WHOLESALES,156052093
CS OTHERS,156065126
CS OTHERS,156065749
CS OTHERS,100083812
RETAILCAPS,100037806
RETAILCAPS,100064052
RETAILCAPS,100060525
WHOLESALES,156064093
RETAILCAPS,100038425
RETAILCAPS,156063064
CS OTHERS,156056400
RETAILCAPS,100059163
WHOLESALES,156061253
RETAILCAPS,100057340
RETAILCAPS,100044194
RETAILCAPS,156061677
CS OTHERS,156062039
RETAILCAPS,PL5905V005
LKA,156063599
CS OTHERS,156060425
RETAILCAPS,100064322
GKA,156057945
GKA,100030916
RETAILCAPS,100034197
RETAILCAPS,100048460
WHOLESALES,156052074
NEWCHANNEL,156055896
GKA,100126921
WHOLESALES,156057318
RETAILCAPS,100057693
RETAILCAPS,PL5892S006
RETAILCAPS,100063278
RETAILCAPS,156055499
WHOLESALES,156061959
CS OTHERS,100103993
WHOLESALES,100058680
RETAILCAPS,PL5863V901
RETAILCAPS,100037290
LKA,100080122
RETAILCAPS,100056510
GKA,156056009
RETAILCAPS,100042028
CS OTHERS,100093682
RETAILCAPS,100036392
RETAILCAPS,156100758
WHOLESALES,156065579
LKA,100104649
RETAILCAPS,100038700
RETAILCAPS,100033211
RETAILCAPS,100048364
RETAILCAPS,100064233
WHOLESALES,156052795
RETAILCAPS,100037185
CS OTHERS,100077680
GKA,156055015
RETAILCAPS,100062323
GKA,156057359
RETAILCAPS,100062734
CS OTHERS,100030812
WHOLESALES,156052500
RETAILCAPS,100063016
LKA,156055177
GKA,156058138
RETAILCAPS,100040986
CS OTHERS,156060390
RETAILCAPS,100053093
RETAILCAPS,100102749
RETAILCAPS,156059493
RETAILCAPS,156100156
RETAILCAPS,100058638
RETAILCAPS,156055310
CS OTHERS,156062174
RETAILCAPS,100039124
RETAILCAPS,100047816
GKA,100031584
CS OTHERS,100099568
CLUBES,156058374
CS OXXO,156059196
GKA,100102430
RETAILCAPS,100063388
RETAILCAPS,100060242
CS OTHERS,100100784
CLUBES,156053219
GKA,100122108
RETAILCAPS,100046027
RETAILCAPS,100049199
CS OTHERS,156064039
CS OXXO,156059249
RETAILCAPS,156064667
RETAILCAPS,100039268
RETAILCAPS,100044058
LKA,156056675
LKA,156058576
RETAILCAPS,100041883
RETAILCAPS,PL5877V013
RETAILCAPS,100040372
RETAILCAPS,100054340
WHOLESALES,156065891
CS OTHERS,100091870
RETAILCAPS,PL5879S018
CS OTHERS,156063768
RETAILCAPS,100124034
GKA,156057923
RETAILCAPS,PL5891V017
CS OTHERS,100041560
RETAILCAPS,100059888
RETAILCAPS,100048981
RETAILCAPS,100039541
GKA,100125973
CS OTHERS,100033554
RETAILCAPS,100127465
RETAILCAPS,100049366
GKA,156066633
RETAILCAPS,100040251
CS OTHERS,100080955
RETAILCAPS,156059332
RETAILCAPS,PL5874S011
RETAILCAPS,PL5896S902
RETAILCAPS,100038097
RETAILCAPS,100055602
CS OTHERS,156063486
RETAILCAPS,100047578
RETAILCAPS,100039039
CS OXXO,156063921
LKA,156062318
CS OTHERS,100034371
RETAILCAPS,156055454
RETAILCAPS,PL5862S019
CS OTHERS,100076498
GKA,156065438
RETAILCAPS,100059931
LKA,156065407
RETAILCAPS,100040834
WHOLESALES,156056137
RETAILCAPS,100063730
RETAILCAPS,PL5864V009
CS OTHERS,100100926
RETAILCAPS,100062858
GKA,156064127
RETAILCAPS,100028630
RETAILCAPS,100057680
GKA,156058299
RETAILCAPS,100057619
RETAILCAPS,156065992
CS OTHERS,100085460
RETAILCAPS,100063787
RETAILCAPS,100037503
RETAILCAPS,100088259
CS OTHERS,156062258
RETAILCAPS,100043596
RETAILCAPS,100040187
WHOLESALES,100089038
CS OTHERS,100108753
LKA,100044844
RETAILCAPS,156064721
GKA,156055543
RETAILCAPS,156059362
WHOLESALES,100031974
RETAILCAPS,100037447
CS OTHERS,100072267
RETAILCAPS,100053978
RETAILCAPS,100053331
RETAILCAPS,100040197
RETAILCAPS,100048461
RETAILCAPS,100040815
RETAILCAPS,156100230
RETAILCAPS,100048204
NEWCHANNEL,156056309
RETAILCAPS,100045274
WHOLESALES,100025359
LKA,100049926
RETAILCAPS,100046924
NEWCHANNEL,156055073
CLUBES,156058365
RETAILCAPS,100051139
RETAILCAPS,156100191
GKA,156054498
RETAILCAPS,100036919
WHOLESALES,156063637
RETAILCAPS,100044669
RETAILCAPS,156100818
RETAILCAPS,100039692
WHOLESALES,156054462
CS OTHERS,156059266
GKA,100030634
GKA,100025154
CS OTHERS,100095254
CS OTHERS,156066753
RETAILCAPS,100059883
WHOLESALES,156055194
RETAILCAPS,100032902
RETAILCAPS,100062802
WHOLESALES,156058673
RETAILCAPS,156100919
RETAILCAPS,100039132
RETAILCAPS,100051198
GKA,156055604
RETAILCAPS,100047891
RETAILCAPS,100059275
RETAILCAPS,100041378
RETAILCAPS,100025176
WHOLESALES,156064110
WHOLESALES,156054226
CS OTHERS,100091893
RETAILCAPS,100061107
LKA,100103225
RETAILCAPS,100033569
LKA,156058598
RETAILCAPS,100039547
CS OTHERS,156056438
RETAILCAPS,156056166
WHOLESALES,156052705
RETAILCAPS,156065958
RETAILCAPS,100046468
RETAILCAPS,100085989
LKA,156056781
RETAILCAPS,156063098
WHOLESALES,156060756
WHOLESALES,156059805
CS OTHERS,100078164
WHOLESALES,156061112
RETAILCAPS,100035074
GKA,156062920
GKA,156066610
RETAILCAPS,100049791
RETAILCAPS,100060808
RETAILCAPS,156059306
RETAILCAPS,PL5896S901
WHOLESALES,156053272
LKA,156062849
RETAILCAPS,100059641
GKA,100051163
RETAILCAPS,100055118
RETAILCAPS,100038432
GKA,100069104
WHOLESALES,156060961
LKA,156065366
RETAILCAPS,156059458
RETAILCAPS,100042838
RETAILCAPS,156066040
GKA,156055396
CS OXXO,156060200
RETAILCAPS,100060214
RETAILCAPS,100065924
RETAILCAPS,100039138
LKA,156054277
GKA,156058046
RETAILCAPS,100060483
RETAILCAPS,100044349
RETAILCAPS,156059397
GKA,100029365
RETAILCAPS,100038549
GKA,156064231
CS OXXO,156061311
RETAILCAPS,156100295
WHOLESALES,156052069
RETAILCAPS,100040754
LKA,100103231
RETAILCAPS,100028235
RETAILCAPS,156063904
RETAILCAPS,PL5873V010
RETAILCAPS,100058472
RETAILCAPS,100037053
RETAILCAPS,100034903
RETAILCAPS,PL5863V010
RETAILCAPS,100048993
CS OTHERS,100089214
RETAILCAPS,100038273
RETAILCAPS,100050866
LKA,156056348
RETAILCAPS,100049729
CS OTHERS,100101265
WHOLESALES,100078483
LKA,100034309
WHOLESALES,156065209
WHOLESALES,156054295
LKA,156056660
GKA,156053413
RETAILCAPS,100043114
GKA,100105877
RETAILCAPS,156054174
RETAILCAPS,PL5873V902
RETAILCAPS,100047298
GKA,100102321
RETAILCAPS,100043782
RETAILCAPS,100063934
RETAILCAPS,100058456
RETAILCAPS,100061596
RETAILCAPS,100101851
RETAILCAPS,PL5862V901
CS OTHERS,156062460
RETAILCAPS,100050911
RETAILCAPS,100102743
RETAILCAPS,100037152
GKA,100106671
RETAILCAPS,100068491
LKA,156054090
RETAILCAPS,100056365
RETAILCAPS,100043677
GKA,100068085
RETAILCAPS,100058405
WHOLESALES,156058849
RETAILCAPS,100044993
RETAILCAPS,100047447
WHOLESALES,100033139
CS OTHERS,100035988
LKA,156054683
RETAILCAPS,100041707
LKA,100045051
RETAILCAPS,100061373
RETAILCAPS,100065570
GKA,156056048
RETAILCAPS,100064164
WHOLESALES,156052187
RETAILCAPS,100063207
RETAILCAPS,PL5888V030
WHOLESALES,156061039
RETAILCAPS,100040377
CS OTHERS,100031621
GKA,100113798
RETAILCAPS,100053241
RETAILCAPS,100051543
RETAILCAPS,100046203
CS OTHERS,156062173
WHOLESALES,156052263
WHOLESALES,100077523
GKA,156058103
RETAILCAPS,PL5891V016
LKA,100081875
CS OXXO,156061462
WHOLESALES,100079059
LKA,156058594
RETAILCAPS,156101116
RETAILCAPS,100040209
RETAILCAPS,156100445
RETAILCAPS,100046231
WHOLESALES,156064375
RETAILCAPS,156059364
CS OTHERS,100097461
RETAILCAPS,100061868
RETAILCAPS,100063226
RETAILCAPS,100044359
RETAILCAPS,100048311
CS OTHERS,156062165
CS OTHERS,156060391
RETAILCAPS,100042069
LKA,156056726
RETAILCAPS,100042159
WHOLESALES,156057286
RETAILCAPS,100068823
RETAILCAPS,100070693
RETAILCAPS,PL5886V012
WHOLESALES,100126126
RETAILCAPS,100056481
CS OTHERS,100071646
GKA,156056026
RETAILCAPS,100057147
GKA,156057797
RETAILCAPS,100060705
RETAILCAPS,156101029
RETAILCAPS,100040062
RETAILCAPS,156066104
RETAILCAPS,100049713
RETAILCAPS,100063690
GKA,100031031
RETAILCAPS,PL5862V029
CLUBES,156054445
RETAILCAPS,100053351
NEWCHANNEL,156056146
RETAILCAPS,100044208
GKA,156056921
RETAILCAPS,100040790
NEWCHANNEL,100068351
RETAILCAPS,156062999
RETAILCAPS,100042002
RETAILCAPS,100031856
RETAILCAPS,100032309
RETAILCAPS,100059643
RETAILCAPS,100062813
RETAILCAPS,100041559
CS OTHERS,100084148
RETAILCAPS,100052565
GKA,100113186
RETAILCAPS,100047145
RETAILCAPS,100039276
RETAILCAPS,PL5877V035
GKA,156055402
LKA,156058591
RETAILCAPS,100049229
RETAILCAPS,100041612
RETAILCAPS,100035783
RETAILCAPS,156066594
RETAILCAPS,100063593
RETAILCAPS,100040148
CS OTHERS,156064388
WHOLESALES,100111573
GKA,156057837
RETAILCAPS,100034278
RETAILCAPS,100065243
RETAILCAPS,100047594
WHOLESALES,156059808
RETAILCAPS,100055792
CS OTHERS,100078873
RETAILCAPS,100052033
RETAILCAPS,100041180
RETAILCAPS,100040137
RETAILCAPS,100039609
CS OTHERS,100085027
WHOLESALES,100122881
WHOLESALES,156052757
WHOLESALES,100103174
NEWCHANNEL,156054737
GKA,156065653
GKA,100122072
RETAILCAPS,100055652
RETAILCAPS,100066707
CS OTHERS,100026868
RETAILCAPS,100045296
RETAILCAPS,100046013
LKA,156066489
RETAILCAPS,100049485
WHOLESALES,156061188
WHOLESALES,156052773
RETAILCAPS,100051371
RETAILCAPS,156100975
LKA,156060419
RETAILCAPS,100038946
WHOLESALES,156064112
RETAILCAPS,100127421
CS OXXO,156063908
WHOLESALES,100036423
RETAILCAPS,PL5871V007
RETAILCAPS,100039872
CS OTHERS,156059777
LKA,156066446
RETAILCAPS,100048317
RETAILCAPS,100041332
RETAILCAPS,100058018
LKA,156065504
LKA,156054409
RETAILCAPS,100040858
RETAILCAPS,100056476
WHOLESALES,156062112
RETAILCAPS,100048326
RETAILCAPS,100061819
CS OTHERS,100102961
CS OXXO,156060253
RETAILCAPS,100036973
RETAILCAPS,156064485
RETAILCAPS,100049774
RETAILCAPS,100045275
LKA,100070906
RETAILCAPS,100041635
RETAILCAPS,100050065
RETAILCAPS,156055311
RETAILCAPS,100104612
GKA,100031040
RETAILCAPS,100050877
RETAILCAPS,100066120
RETAILCAPS,156063045
RETAILCAPS,PL5913V001
LKA,156056501
LKA,156065355
P. SIGMA,156054482
RETAILCAPS,100049598
RETAILCAPS,100051663
CS OTHERS,100122782
RETAILCAPS,100056826
CS OTHERS,100124051
CS OTHERS,100033872
RETAILCAPS,100087890
RETAILCAPS,156100314
RETAILCAPS,100042979
CS OTHERS,100118895
RETAILCAPS,100052896
CS OTHERS,100103461
RETAILCAPS,100054959
WHOLESALES,156052698
RETAILCAPS,100047055
GKA,100059742
RETAILCAPS,100042032
CS OTHERS,100085697
GKA,100030870
WHOLESALES,156053222
RETAILCAPS,100040254
RETAILCAPS,100041964
RETAILCAPS,100055525
GKA,156055212
RETAILCAPS,100041422
RETAILCAPS,100042293
RETAILCAPS,100035824
RETAILCAPS,100055929
CS OTHERS,100109780
RETAILCAPS,100038673
RETAILCAPS,100115106
RETAILCAPS,100055528
RETAILCAPS,100052324
RETAILCAPS,100041017
RETAILCAPS,100038717
RETAILCAPS,100046452
WHOLESALES,100026491
NEWCHANNEL,100074832
RETAILCAPS,100046172
RETAILCAPS,100056410
RETAILCAPS,100064274
RETAILCAPS,100048150
RETAILCAPS,100039073
GKA,100084439
CS OTHERS,156062698
GKA,100029307
WHOLESALES,100109412
WHOLESALES,156066441
RETAILCAPS,PL5897V022
RETAILCAPS,100036214
CS OTHERS,100085542
GKA,100035935
WHOLESALES,156053022
CS OTHERS,100084145
RETAILCAPS,100057093
CS OTHERS,100105095
RETAILCAPS,100028839
RETAILCAPS,100046636
WHOLESALES,156061168
RETAILCAPS,100054722
RETAILCAPS,156100207
NEWCHANNEL,100051416
RETAILCAPS,100052373
RETAILCAPS,100039343
GKA,100030906
RETAILCAPS,100038688
RETAILCAPS,PL5887S017
RETAILCAPS,100043936
GKA,156066531
WHOLESALES,156063682
GKA,100127906
RETAILCAPS,PL5879V024
RETAILCAPS,PL5891V039
RETAILCAPS,100049332
GKA,156055046
RETAILCAPS,PL5884S037
RETAILCAPS,PL5884V023
RETAILCAPS,PL5905V021
CS OTHERS,156058945
RETAILCAPS,100052605
RETAILCAPS,100127668
RETAILCAPS,156100491
RETAILCAPS,PL5886S005
RETAILCAPS,100046580
RETAILCAPS,100063547
LKA,156057348
RETAILCAPS,100046586
RETAILCAPS,100060157
CS OXXO,156059119
RETAILCAPS,100041867
CS OTHERS,100095855
RETAILCAPS,PL5877S003
RETAILCAPS,100060732
RETAILCAPS,100062467
LKA,156054128
RETAILCAPS,100064194
RETAILCAPS,100041003
CS OTHERS,100103082
LKA,156064123
CS OTHERS,156061728
WHOLESALES,156063458
RETAILCAPS,156066550
LKA,156059583
RETAILCAPS,100035224
RETAILCAPS,PL5884V048
RETAILCAPS,100056090
RETAILCAPS,PL5917S901
RETAILCAPS,100036912
RETAILCAPS,100043821
CS OTHERS,156061757
CS OTHERS,100091873
RETAILCAPS,100043658
RETAILCAPS,100047036
RETAILCAPS,100063833
GKA,156055714
CS OTHERS,156060042
RETAILCAPS,100061787
RETAILCAPS,100031064
RETAILCAPS,100065599
LKA,100034445
RETAILCAPS,100048043
RETAILCAPS,100063585
RETAILCAPS,100052658
RETAILCAPS,156066083
WHOLESALES,100080022
RETAILCAPS,100046139
WHOLESALES,156060939
RETAILCAPS,100048868
RETAILCAPS,156056319
RETAILCAPS,100045469
RETAILCAPS,100047666
RETAILCAPS,100041688
RETAILCAPS,100039925
RETAILCAPS,PL5901S001
RETAILCAPS,100047747
WHOLESALES,100022916
GKA,100049087
CS OTHERS,100096336
RETAILCAPS,PL5919V010
RETAILCAPS,100053022
RETAILCAPS,100062470
LKA,156053929
RETAILCAPS,100047023
RETAILCAPS,100032515
CS OTHERS,100105717
CS OXXO,156059932
RETAILCAPS,100060414
RETAILCAPS,100031301
GKA,100055725
LKA,156054695
GKA,100114063
RETAILCAPS,100032038
RETAILCAPS,156100615
GKA,156058276
RETAILCAPS,100048391
RETAILCAPS,100033695
RETAILCAPS,100050880
RETAILCAPS,100061613
RETAILCAPS,100058173
CS OTHERS,100032615
RETAILCAPS,100053861
RETAILCAPS,100048943
NEWCHANNEL,156056155
RETAILCAPS,100063439
RETAILCAPS,PL5878V004
RETAILCAPS,100038526
RETAILCAPS,100063147
RETAILCAPS,156055468
LKA,100107592
RETAILCAPS,100048494
RETAILCAPS,100037155
CS OTHERS,100084086
RETAILCAPS,100052169
RETAILCAPS,PL5887V050
CS OTHERS,100095249
RETAILCAPS,100036741
RETAILCAPS,100059231
RETAILCAPS,100127163
LKA,156054796
LKA,156063593
RETAILCAPS,100054180
RETAILCAPS,100063693
CS OTHERS,100072113
RETAILCAPS,PL5910V020
RETAILCAPS,100063862
RETAILCAPS,100060313
GKA,100054622
RETAILCAPS,100041842
GKA,100029373
WHOLESALES,156053302
RETAILCAPS,100031937
GKA,156066398
RETAILCAPS,156052701
RETAILCAPS,100046866
RETAILCAPS,100038645
RETAILCAPS,156059366
RETAILCAPS,100064847
RETAILCAPS,100033815
RETAILCAPS,100042020
RETAILCAPS,100038532
RETAILCAPS,PL5877V029
LKA,156053645
RETAILCAPS,100055965
RETAILCAPS,100050196
CS OTHERS,100033792
RETAILCAPS,100064210
RETAILCAPS,100038521
RETAILCAPS,100051756
CS OTHERS,100067378
CS OTHERS,156063750
LKA,156053507
NEWCHANNEL,156060156
RETAILCAPS,100051356
RETAILCAPS,100062582
RETAILCAPS,100040345
GKA,100055728
RETAILCAPS,100052103
RETAILCAPS,100066020
LKA,100028741
GKA,100113618
RETAILCAPS,100037952
RETAILCAPS,100040786
GKA,100066827
RETAILCAPS,100033457
RETAILCAPS,100066322
WHOLESALES,156061157
RETAILCAPS,PL5919V021
CS OTHERS,156056432
CLUBES,156058412
LKA,156065553
RETAILCAPS,156055648
WHOLESALES,156056480
RETAILCAPS,100062480
RETAILCAPS,156065363
RETAILCAPS,100057489
RETAILCAPS,100060870
RETAILCAPS,100053357
RETAILCAPS,100057515
RETAILCAPS,100064890
RETAILCAPS,100053249
RETAILCAPS,100040838
LKA,156058449
CS OTHERS,156061981
WHOLESALES,156063701
RETAILCAPS,156064649
RETAILCAPS,100047422
WHOLESALES,156060768
GKA,156057835
RETAILCAPS,100063798
LKA,156052739
RETAILCAPS,100059755
RETAILCAPS,100062418
RETAILCAPS,PL5896V003
RETAILCAPS,156100900
CS OXXO,156061502
RETAILCAPS,100057335
RETAILCAPS,100038430
CS OTHERS,100119514
GKA,156054844
RETAILCAPS,100033424
RETAILCAPS,156101055
RETAILCAPS,156062676
RETAILCAPS,100063811
RETAILCAPS,100050216
RETAILCAPS,100062381
GKA,100054128
RETAILCAPS,100031694
RETAILCAPS,100063150
WHOLESALES,156053308
RETAILCAPS,100052800
RETAILCAPS,100043951
RETAILCAPS,156066030
GKA,156058008
WHOLESALES,156056929
RETAILCAPS,100047428
RETAILCAPS,100051747
LKA,100079323
WHOLESALES,156060658
NEWCHANNEL,156058871
RETAILCAPS,156100396
RETAILCAPS,100045032
RETAILCAPS,100052539
WHOLESALES,156063890
WHOLESALES,156061551
RETAILCAPS,100052952
RETAILCAPS,100119229
LKA,156056111
RETAILCAPS,100049405
LKA,100105320
CS OTHERS,100126356
CS OTHERS,100096335
NEWCHANNEL,156053666
RETAILCAPS,100053588
RETAILCAPS,100038327
RETAILCAPS,100049694
RETAILCAPS,100044184
RETAILCAPS,PL5883S005
LKA,156065659
RETAILCAPS,100046035
WHOLESALES,156061088
RETAILCAPS,100053448
GKA,156055545
RETAILCAPS,PL5910S024
RETAILCAPS,100064886
RETAILCAPS,100053472
RETAILCAPS,100052837
WHOLESALES,156062124
NEWCHANNEL,156056644
CS OTHERS,156056414
GKA,100052516
RETAILCAPS,PL5891V904
CS OTHERS,100090912
NEWCHANNEL,156054242
RETAILCAPS,100034767
WHOLESALES,156053811
WHOLESALES,156053424
RETAILCAPS,156056595
RETAILCAPS,100061094
RETAILCAPS,100047858
CS OTHERS,156062225
RETAILCAPS,100038748
RETAILCAPS,100051155
RETAILCAPS,100059866
CS OXXO,156059850
