CHANNEL,SOLD_TO
RETAILCAPS,156064686
RETAILCAPS,100049560
RETAILCAPS,100050901
RETAILCAPS,100048596
RETAILCAPS,PL5879V006
CS OTHERS,156063740
RETAILCAPS,156065952
RETAILCAPS,100040218
RETAILCAPS,100041391
RETAILCAPS,100026278
RETAILCAPS,PL5911V012
LKA,156062874
WHOLESALES,156053142
RETAILCAPS,100110485
RETAILCAPS,100045031
CLUBES,156054219
CS OTHERS,100083892
RETAILCAPS,100065745
LKA,156052969
RETAILCAPS,100055925
WHOLESALES,156054031
WHOLESALES,100044127
RETAILCAPS,100037366
RETAILCAPS,100054914
CS OTHERS,156063148
RETAILCAPS,156100348
RETAILCAPS,100042430
RETAILCAPS,100056875
RETAILCAPS,100065823
RETAILCAPS,100048443
GKA,156056023
GKA,100067418
RETAILCAPS,100033049
WHOLESALES,156052902
CS OTHERS,156064442
GKA,156054866
GKA,156057895
LKA,156056817
RETAILCAPS,100038593
RETAILCAPS,100040827
CS OTHERS,100036476
RETAILCAPS,100060198
RETAILCAPS,100047821
RETAILCAPS,100038473
RETAILCAPS,100041488
WHOLESALES,156063383
RETAILCAPS,100060303
RETAILCAPS,100033462
LKA,156052947
RETAILCAPS,156059479
WHOLESALES,156063550
WHOLESALES,156054049
RETAILCAPS,100040759
GKA,100030961
RETAILCAPS,100048111
RETAILCAPS,100051582
RETAILCAPS,100037642
RETAILCAPS,100127913
RETAILCAPS,100051345
RETAILCAPS,100037499
RETAILCAPS,100099200
RETAILCAPS,100027681
WHOLESALES,156060680
CS OTHERS,100084095
WHOLESALES,100091926
RETAILCAPS,100044550
RETAILCAPS,PL5886S010
RETAILCAPS,100046150
WHOLESALES,156061583
RETAILCAPS,100089760
RETAILCAPS,100049395
RETAILCAPS,100045594
LKA,156054241
RETAILCAPS,100058982
RETAILCAPS,100047614
RETAILCAPS,100047153
RETAILCAPS,100049292
RETAILCAPS,100038622
RETAILCAPS,100039398
RETAILCAPS,156101369
RETAILCAPS,100127569
RETAILCAPS,100060139
RETAILCAPS,100050079
WHOLESALES,156065897
RETAILCAPS,100046084
RETAILCAPS,100054572
RETAILCAPS,100036483
RETAILCAPS,100036971
RETAILCAPS,PL5876V013
WHOLESALES,156065754
RETAILCAPS,100032525
CS OTHERS,156065218
CS OTHERS,156062075
CS OXXO,156059144
CS OTHERS,156065379
RETAILCAPS,100041166
RETAILCAPS,100041137
GKA,156055044
RETAILCAPS,100046994
RETAILCAPS,100042139
RETAILCAPS,100061963
RETAILCAPS,156063099
RETAILCAPS,100043712
WHOLESALES,156053741
RETAILCAPS,100057603
WHOLESALES,156054460
RETAILCAPS,100043356
RETAILCAPS,100045961
RETAILCAPS,100049048
RETAILCAPS,100041492
NEWCHANNEL,156053420
RETAILCAPS,100060644
RETAILCAPS,100041793
RETAILCAPS,100050036
RETAILCAPS,100039019
RETAILCAPS,100050256
GKA,156053543
RETAILCAPS,100052641
GKA,156065586
WHOLESALES,100079968
WHOLESALES,156061602
NEWCHANNEL,100025043
RETAILCAPS,100048164
CS OTHERS,100085602
CS OTHERS,156056312
RETAILCAPS,100053471
WHOLESALES,156054212
LKA,156066708
GKA,100026024
RETAILCAPS,100052427
CS OTHERS,100127935
WHOLESALES,100093264
RETAILCAPS,100064548
RETAILCAPS,156061667
WHOLESALES,156060994
WHOLESALES,156064264
RETAILCAPS,100060404
RETAILCAPS,100039615
CS OTHERS,100095854
RETAILCAPS,100037667
RETAILCAPS,100040307
LKA,156057061
RETAILCAPS,100052302
CLUBES,100027576
LKA,100023370
RETAILCAPS,100127427
CS OTHERS,100083090
RETAILCAPS,156100798
CS OTHERS,100107373
WHOLESALES,156066743
RETAILCAPS,100064607
RETAILCAPS,100041631
RETAILCAPS,100053352
CS OTHERS,100033723
CS OTHERS,100085672
RETAILCAPS,100059173
RETAILCAPS,100063797
GKA,100028513
CS OTHERS,156063245
GKA,156057823
LKA,156056466
RETAILCAPS,100038854
RETAILCAPS,156100175
WHOLESALES,156054169
GKA,100063172
RETAILCAPS,100037064
CS OTHERS,100085042
GKA,100114069
RETAILCAPS,100064973
RETAILCAPS,100048350
RETAILCAPS,100060153
NEWCHANNEL,156056699
GKA,100102541
RETAILCAPS,100050945
RETAILCAPS,100060902
RETAILCAPS,156101149
RETAILCAPS,PL5899V019
GKA,156065741
RETAILCAPS,100047009
RETAILCAPS,100051521
RETAILCAPS,100046015
CS OTHERS,100076220
RETAILCAPS,100040721
GKA,100055041
RETAILCAPS,100043720
RETAILCAPS,100036902
RETAILCAPS,100028401
RETAILCAPS,100058660
CS OTHERS,100077686
RETAILCAPS,100042136
RETAILCAPS,100066450
RETAILCAPS,PL5889V037
NEWCHANNEL,156060399
RETAILCAPS,PL5891V042
GKA,156056731
RETAILCAPS,100058492
NEWCHANNEL,156053494
RETAILCAPS,100061014
RETAILCAPS,PL5889S048
WHOLESALES,156061567
RETAILCAPS,100044971
RETAILCAPS,100037959
RETAILCAPS,100063462
GKA,156065704
RETAILCAPS,100044953
LKA,100092910
WHOLESALES,156052624
GKA,156058018
CS OTHERS,100079118
RETAILCAPS,100053581
CS OTHERS,156062646
RETAILCAPS,100040320
RETAILCAPS,100056046
RETAILCAPS,100044100
CS OTHERS,100094840
RETAILCAPS,100042487
RETAILCAPS,100064179
RETAILCAPS,100055908
RETAILCAPS,100055374
RETAILCAPS,100051580
RETAILCAPS,100060103
RETAILCAPS,100060545
RETAILCAPS,100046456
CS OTHERS,156058794
RETAILCAPS,100099135
RETAILCAPS,100045982
RETAILCAPS,100038222
RETAILCAPS,100043144
RETAILCAPS,100034691
RETAILCAPS,100056524
RETAILCAPS,100053802
RETAILCAPS,100026314
RETAILCAPS,100052047
RETAILCAPS,100059997
CS OTHERS,100084028
RETAILCAPS,100039432
WHOLESALES,156060691
RETAILCAPS,100033412
RETAILCAPS,100061664
WHOLESALES,156052893
WHOLESALES,156062108
WHOLESALES,156052153
CS OTHERS,156063817
RETAILCAPS,100031744
RETAILCAPS,100055943
RETAILCAPS,100045936
CS OTHERS,100032237
RETAILCAPS,100036823
RETAILCAPS,100064892
CS OTHERS,100096051
LKA,100106968
RETAILCAPS,100050332
WHOLESALES,156055189
RETAILCAPS,100064122
CS OXXO,156060890
RETAILCAPS,100048840
WHOLESALES,156062446
RETAILCAPS,156066011
RETAILCAPS,100054938
RETAILCAPS,100055394
NEWCHANNEL,156055969
RETAILCAPS,100048779
LKA,156053539
RETAILCAPS,100062639
RETAILCAPS,100039851
RETAILCAPS,100039591
CS OXXO,156061373
RETAILCAPS,100039612
RETAILCAPS,100055108
RETAILCAPS,100096836
RETAILCAPS,100056357
RETAILCAPS,100056199
RETAILCAPS,PL5867V005
RETAILCAPS,100054976
RETAILCAPS,100053480
WHOLESALES,156052989
RETAILCAPS,156055455
CS OTHERS,156055853
RETAILCAPS,100044118
RETAILCAPS,100051537
LKA,156054444
CS OTHERS,100071607
WHOLESALES,100068359
RETAILCAPS,100059752
CS OTHERS,100120721
CS OXXO,100032892
RETAILCAPS,100041723
CS OTHERS,100085611
RETAILCAPS,100063792
RETAILCAPS,100043151
RETAILCAPS,100053975
RETAILCAPS,100043438
LKA,100045137
RETAILCAPS,100062167
RETAILCAPS,100038107
WHOLESALES,100047541
WHOLESALES,156061877
RETAILCAPS,PL5879V021
RETAILCAPS,100044976
RETAILCAPS,100041694
RETAILCAPS,100057677
CS OTHERS,100109566
RETAILCAPS,100061996
RETAILCAPS,156064551
GKA,156054234
RETAILCAPS,100060413
RETAILCAPS,100056647
RETAILCAPS,PL5915S007
RETAILCAPS,100047312
RETAILCAPS,100049550
RETAILCAPS,100036967
RETAILCAPS,PL5894S003
NEWCHANNEL,100069172
WHOLESALES,156062485
RETAILCAPS,100049679
CS OXXO,156061527
CLUBES,156054239
RETAILCAPS,100055926
RETAILCAPS,100054350
RETAILCAPS,156100682
RETAILCAPS,PL5887V052
GKA,100126910
RETAILCAPS,PL5917V007
GKA,156064440
LKA,156064277
CS OTHERS,100119312
LKA,156065862
WHOLESALES,156052415
RETAILCAPS,100066448
RETAILCAPS,100037238
CS OXXO,156059937
CS OTHERS,156064441
RETAILCAPS,100039860
WHOLESALES,156062275
CS OTHERS,156062495
CS OTHERS,156059270
RETAILCAPS,100057942
GKA,156058258
LKA,100103202
RETAILCAPS,100052298
LKA,156066370
GKA,156053321
RETAILCAPS,100045386
RETAILCAPS,100060476
RETAILCAPS,100060871
LKA,156066508
LKA,156052985
RETAILCAPS,100044922
RETAILCAPS,100038653
RETAILCAPS,100036762
GKA,100086303
LKA,100113686
RETAILCAPS,100040930
CS OXXO,100025305
RETAILCAPS,100058853
RETAILCAPS,PL5910S011
LKA,100101272
RETAILCAPS,156066059
RETAILCAPS,100064354
RETAILCAPS,100051442
RETAILCAPS,100064061
RETAILCAPS,100038141
RETAILCAPS,100061457
RETAILCAPS,100044266
RETAILCAPS,100050289
RETAILCAPS,100051476
CS OXXO,156061299
GKA,156055385
RETAILCAPS,100041553
RETAILCAPS,100045524
RETAILCAPS,100041616
CS OTHERS,100074851
RETAILCAPS,100057215
RETAILCAPS,100059317
LKA,100106267
GKA,100073333
RETAILCAPS,100040709
RETAILCAPS,100048757
LKA,156053349
RETAILCAPS,156101200
CS OTHERS,156064148
WHOLESALES,156054028
RETAILCAPS,100041805
WHOLESALES,156056316
RETAILCAPS,100065057
RETAILCAPS,100060254
LKA,156059578
NEWCHANNEL,100117948
RETAILCAPS,100043989
WHOLESALES,156061224
CS OXXO,156059823
RETAILCAPS,PL5894V009
RETAILCAPS,100051021
CS OXXO,156060887
RETAILCAPS,100058517
RETAILCAPS,100046755
RETAILCAPS,100054063
CS OTHERS,156063226
LKA,100106975
RETAILCAPS,100033531
RETAILCAPS,156060021
LKA,100072930
RETAILCAPS,PL5871V001
CS OTHERS,100108878
RETAILCAPS,PL5886S024
RETAILCAPS,100052070
RETAILCAPS,100029852
RETAILCAPS,100051143
RETAILCAPS,PL5869S017
RETAILCAPS,PL5891V023
GKA,100029355
CS OTHERS,100100677
RETAILCAPS,156100585
LKA,100096726
GKA,156065924
WHOLESALES,100080311
RETAILCAPS,PL5916S004
RETAILCAPS,100049708
LKA,156066713
RETAILCAPS,100055190
RETAILCAPS,100047027
RETAILCAPS,100065001
WHOLESALES,156056866
LKA,100108561
RETAILCAPS,100056507
RETAILCAPS,100059665
WHOLESALES,156058730
RETAILCAPS,100037798
RETAILCAPS,100048806
CS OXXO,156061392
CLUBES,156055022
RETAILCAPS,100053211
LKA,156055126
WHOLESALES,156058853
LKA,156056743
RETAILCAPS,100036739
RETAILCAPS,156100599
RETAILCAPS,PL5899V021
RETAILCAPS,100043434
RETAILCAPS,100036577
RETAILCAPS,156100528
WHOLESALES,156052651
RETAILCAPS,156100887
RETAILCAPS,100039252
GKA,100102489
RETAILCAPS,100045097
RETAILCAPS,100039653
LKA,100113712
RETAILCAPS,100043038
RETAILCAPS,100064916
RETAILCAPS,100053637
CS OTHERS,100056817
RETAILCAPS,100065255
WHOLESALES,100079012
RETAILCAPS,100050458
WHOLESALES,156054310
RETAILCAPS,100060207
RETAILCAPS,100061233
RETAILCAPS,100057502
RETAILCAPS,100037925
RETAILCAPS,156059496
RETAILCAPS,100061796
CS OTHERS,100101713
RETAILCAPS,PL5869V023
RETAILCAPS,100063173
CS OTHERS,100085419
CS OTHERS,100094334
RETAILCAPS,100051529
WHOLESALES,100078772
RETAILCAPS,PL5883S010
LKA,156065591
NEWCHANNEL,156058325
CS OTHERS,100090297
RETAILCAPS,100050056
RETAILCAPS,100037374
RETAILCAPS,100062822
CS OTHERS,156062808
LKA,156055884
RETAILCAPS,100050732
RETAILCAPS,100040926
WHOLESALES,100068613
CS OTHERS,156061741
RETAILCAPS,156101329
WHOLESALES,156055182
RETAILCAPS,156062516
RETAILCAPS,100039954
RETAILCAPS,156059407
RETAILCAPS,100058532
WHOLESALES,156052066
RETAILCAPS,100054060
RETAILCAPS,PL5903S011
RETAILCAPS,100102753
RETAILCAPS,100063675
LKA,156053702
RETAILCAPS,100047019
RETAILCAPS,100043251
GKA,156058137
GKA,156055416
WHOLESALES,156065632
GKA,156056061
RETAILCAPS,100044751
P. SIGMA,156055653
RETAILCAPS,100054445
RETAILCAPS,100043310
RETAILCAPS,PL5876V004
GKA,100102439
RETAILCAPS,156052343
RETAILCAPS,PL5884S014
GKA,156058286
CS OTHERS,156056701
GKA,100031199
RETAILCAPS,100024231
RETAILCAPS,100063686
GKA,156065477
RETAILCAPS,100038859
RETAILCAPS,100037723
RETAILCAPS,100050347
RETAILCAPS,PL5905V036
RETAILCAPS,100042654
LKA,156055900
WHOLESALES,100025528
RETAILCAPS,100026319
RETAILCAPS,156101067
LKA,100051010
RETAILCAPS,PL5877S028
RETAILCAPS,100028302
RETAILCAPS,100048996
LKA,156053522
RETAILCAPS,100053468
RETAILCAPS,156064670
RETAILCAPS,100047500
CS OTHERS,156059995
RETAILCAPS,100044939
LKA,156055941
GKA,100031142
RETAILCAPS,100047496
GKA,156058100
GKA,100111758
RETAILCAPS,100040717
GKA,100097052
CS OTHERS,100127943
RETAILCAPS,100043279
RETAILCAPS,100054247
CS OTHERS,100049950
RETAILCAPS,156100639
RETAILCAPS,100033415
RETAILCAPS,156063107
P. SIGMA,156066520
RETAILCAPS,100064063
LKA,156053582
RETAILCAPS,100044091
RETAILCAPS,100061632
RETAILCAPS,100050288
CS OTHERS,156063634
RETAILCAPS,100062608
GKA,156055717
CS OTHERS,100111716
RETAILCAPS,100049905
CS OTHERS,100090902
WHOLESALES,156064102
RETAILCAPS,100044286
LKA,156058476
RETAILCAPS,100033058
CS OTHERS,100083448
CS OTHERS,100112588
RETAILCAPS,100042138
RETAILCAPS,100065784
RETAILCAPS,100048609
RETAILCAPS,100050253
RETAILCAPS,100036315
RETAILCAPS,100046701
LKA,156053500
CS OTHERS,156059771
RETAILCAPS,100115062
RETAILCAPS,PL5887V046
WHOLESALES,156056981
WHOLESALES,156063534
LKA,156053731
WHOLESALES,156053054
RETAILCAPS,100027826
RETAILCAPS,100046760
RETAILCAPS,100043535
RETAILCAPS,100032512
CS OTHERS,100127739
CLUBES,156054236
LKA,156053532
CS OXXO,156065574
CLUBES,156054808
RETAILCAPS,100055764
WHOLESALES,156060999
RETAILCAPS,156100876
NEWCHANNEL,156052084
WHOLESALES,156061810
RETAILCAPS,100062775
RETAILCAPS,156059386
RETAILCAPS,100050182
RETAILCAPS,100041386
RETAILCAPS,156063888
RETAILCAPS,100063188
RETAILCAPS,100058171
RETAILCAPS,100051041
RETAILCAPS,100050379
CS OTHERS,100040285
LKA,156054292
RETAILCAPS,PL5889V009
NEWCHANNEL,100069191
NEWCHANNEL,156055115
LKA,156056710
WHOLESALES,156060711
RETAILCAPS,100060431
WHOLESALES,156061251
RETAILCAPS,100061280
WHOLESALES,156061763
CS OTHERS,156060354
RETAILCAPS,100044969
RETAILCAPS,100060506
RETAILCAPS,100050913
GKA,100031184
CS OTHERS,100069430
LKA,100026405
CS OTHERS,156065107
LKA,156054253
WHOLESALES,156061558
LKA,156056280
RETAILCAPS,100044137
CS OTHERS,100072874
RETAILCAPS,100049923
LKA,156057364
WHOLESALES,156056940
RETAILCAPS,100063038
RETAILCAPS,100059979
RETAILCAPS,100055182
CS OTHERS,100126438
RETAILCAPS,100037265
RETAILCAPS,156101024
LKA,100025383
RETAILCAPS,100059664
RETAILCAPS,100049278
RETAILCAPS,100126902
GKA,100114073
RETAILCAPS,100046268
RETAILCAPS,PL5916V005
CS OTHERS,156063176
WHOLESALES,156061700
GKA,100034612
RETAILCAPS,100065814
RETAILCAPS,100036087
RETAILCAPS,156101103
GKA,156065578
RETAILCAPS,100049118
CS OTHERS,156060394
WHOLESALES,156061775
GKA,100029438
NEWCHANNEL,156054438
RETAILCAPS,100057927
RETAILCAPS,100045596
RETAILCAPS,100061491
RETAILCAPS,100052861
WHOLESALES,156056909
GKA,100025420
LKA,156056717
CS OTHERS,156063153
WHOLESALES,156062332
CS OTHERS,156058912
RETAILCAPS,100055093
WHOLESALES,156062546
RETAILCAPS,100056514
GKA,100047108
GKA,100113765
CS OTHERS,100100797
GKA,100126413
RETAILCAPS,100032536
RETAILCAPS,100065219
RETAILCAPS,100049962
RETAILCAPS,100060194
RETAILCAPS,100025756
RETAILCAPS,156052385
RETAILCAPS,100045878
RETAILCAPS,100064000
RETAILCAPS,100030115
RETAILCAPS,100063243
RETAILCAPS,100055184
LKA,100035534
CS OTHERS,156065292
RETAILCAPS,100038865
LKA,156053035
GKA,100084440
RETAILCAPS,100053147
WHOLESALES,100036092
RETAILCAPS,100062120
LKA,156053237
WHOLESALES,156058761
CS OTHERS,100096334
RETAILCAPS,156100905
CS OTHERS,100095945
WHOLESALES,156059089
RETAILCAPS,100059960
GKA,156056311
GKA,156057780
RETAILCAPS,PL5907V009
RETAILCAPS,156063271
LKA,156056460
RETAILCAPS,156064753
RETAILCAPS,100052560
CS OTHERS,100078699
RETAILCAPS,100051783
WHOLESALES,100079915
RETAILCAPS,156100195
RETAILCAPS,100039696
RETAILCAPS,156066098
RETAILCAPS,100047354
RETAILCAPS,100126235
RETAILCAPS,156056555
LKA,156060418
RETAILCAPS,100054266
LKA,156056803
RETAILCAPS,100041838
RETAILCAPS,100045981
GKA,100029416
RETAILCAPS,100065169
RETAILCAPS,100049004
RETAILCAPS,156062952
RETAILCAPS,100036305
WHOLESALES,156064107
WHOLESALES,156061196
RETAILCAPS,100047339
RETAILCAPS,156062951
WHOLESALES,100070524
WHOLESALES,156053006
CS OTHERS,156060080
CS OXXO,156061273
WHOLESALES,156054364
NEWCHANNEL,156058437
RETAILCAPS,100035811
RETAILCAPS,100063234
RETAILCAPS,100049133
RETAILCAPS,100050024
RETAILCAPS,100057211
CS OXXO,156059174
RETAILCAPS,100052300
CS OXXO,156061511
RETAILCAPS,100040871
RETAILCAPS,100057656
CS OTHERS,100082469
GKA,156066413
GKA,156057853
RETAILCAPS,100052182
WHOLESALES,156053216
WHOLESALES,156061703
GKA,156055577
WHOLESALES,156061789
RETAILCAPS,100033207
RETAILCAPS,100062653
RETAILCAPS,100046326
RETAILCAPS,100039402
LKA,100062350
CLUBES,156053306
CS OTHERS,156056954
WHOLESALES,156060750
LKA,156059452
RETAILCAPS,100058430
RETAILCAPS,100025661
RETAILCAPS,100090950
RETAILCAPS,PL5897V023
RETAILCAPS,100059290
RETAILCAPS,100051851
CS OTHERS,100051498
RETAILCAPS,100062969
RETAILCAPS,100062648
CS OTHERS,100086378
RETAILCAPS,100067073
CS OXXO,156060259
RETAILCAPS,100030143
RETAILCAPS,100035455
RETAILCAPS,100064159
RETAILCAPS,100065749
WHOLESALES,156059691
RETAILCAPS,100056307
RETAILCAPS,100043730
RETAILCAPS,100044955
RETAILCAPS,PL5910V010
CS OTHERS,156061742
GKA,156064993
RETAILCAPS,100036319
LKA,100045158
RETAILCAPS,100066460
RETAILCAPS,100053735
RETAILCAPS,PL5874V007
RETAILCAPS,100040147
RETAILCAPS,100064694
WHOLESALES,156062487
RETAILCAPS,100060361
RETAILCAPS,156055186
RETAILCAPS,156063794
LKA,156053555
RETAILCAPS,100043431
RETAILCAPS,100058162
WHOLESALES,156058668
RETAILCAPS,100117454
RETAILCAPS,100052968
CS OTHERS,100033507
RETAILCAPS,100040029
CS OTHERS,156059707
RETAILCAPS,100050875
RETAILCAPS,156101373
CS OXXO,156060276
WHOLESALES,156066459
RETAILCAPS,100039788
RETAILCAPS,100103296
GKA,156055258
LKA,156062854
RETAILCAPS,100053485
RETAILCAPS,100048776
CS OTHERS,100038049
RETAILCAPS,100050715
LKA,156060492
WHOLESALES,156059946
RETAILCAPS,156064493
WHOLESALES,156053065
RETAILCAPS,100053587
CS OTHERS,100085625
WHOLESALES,156053559
RETAILCAPS,100063869
RETAILCAPS,100054676
RETAILCAPS,100038394
RETAILCAPS,156065142
RETAILCAPS,100038967
RETAILCAPS,100052788
GKA,156066532
RETAILCAPS,100044106
GKA,156065457
RETAILCAPS,100038920
CS OXXO,100085146
RETAILCAPS,100049983
RETAILCAPS,100036862
RETAILCAPS,100055520
RETAILCAPS,100044646
RETAILCAPS,100047963
CS OTHERS,100070052
RETAILCAPS,100033302
WHOLESALES,156062303
RETAILCAPS,100051221
RETAILCAPS,100111308
RETAILCAPS,PL5862S016
RETAILCAPS,100064371
WHOLESALES,156055626
RETAILCAPS,100058246
LKA,100026594
CLUBES,156065262
RETAILCAPS,100050345
WHOLESALES,156058646
RETAILCAPS,100038782
RETAILCAPS,100038410
RETAILCAPS,100047606
RETAILCAPS,100055909
RETAILCAPS,100035776
RETAILCAPS,100033438
RETAILCAPS,100036624
CLUBES,156058382
RETAILCAPS,100058973
RETAILCAPS,100040404
GKA,100126089
NEWCHANNEL,156053682
RETAILCAPS,100057661
LKA,156056265
CS OTHERS,100109397
RETAILCAPS,100053974
RETAILCAPS,100032521
WHOLESALES,156052037
CS OTHERS,156063760
RETAILCAPS,100038897
RETAILCAPS,100055000
RETAILCAPS,100037132
CS OTHERS,100034372
RETAILCAPS,100038511
GKA,156058206
RETAILCAPS,100066088
RETAILCAPS,100077514
RETAILCAPS,100057622
RETAILCAPS,100036581
WHOLESALES,156052012
CS OTHERS,156059774
RETAILCAPS,100038198
RETAILCAPS,100056061
RETAILCAPS,100041362
GKA,100030678
GKA,156055519
GKA,156065618
RETAILCAPS,PL5883S018
RETAILCAPS,100038328
LKA,156063610
CS OTHERS,100061689
RETAILCAPS,100065762
RETAILCAPS,100063066
RETAILCAPS,100047487
WHOLESALES,100070695
RETAILCAPS,100050241
RETAILCAPS,100045917
RETAILCAPS,100066126
LKA,100106554
WHOLESALES,156061560
RETAILCAPS,100053442
RETAILCAPS,100039718
WHOLESALES,156053796
RETAILCAPS,100068164
RETAILCAPS,100057707
RETAILCAPS,100036642
RETAILCAPS,156100774
RETAILCAPS,100042687
CS OTHERS,156057155
RETAILCAPS,156100565
RETAILCAPS,100042222
WHOLESALES,156062148
RETAILCAPS,100045470
RETAILCAPS,100036496
GKA,100030669
RETAILCAPS,100031653
RETAILCAPS,156052439
RETAILCAPS,100061715
LKA,100072660
RETAILCAPS,156060277
CS OTHERS,100114230
NEWCHANNEL,156056129
RETAILCAPS,100050963
GKA,100031200
RETAILCAPS,100033292
RETAILCAPS,156101269
RETAILCAPS,100042445
RETAILCAPS,100044909
RETAILCAPS,PL5901S010
LKA,156057180
RETAILCAPS,PL5885V053
RETAILCAPS,100050315
cs OTHERS,100076387
WHOLESALES,156062498
RETAILCAPS,100049006
WHOLESALES,156057154
RETAILCAPS,100041138
RETAILCAPS,100047834
RETAILCAPS,100060460
RETAILCAPS,156056565
RETAILCAPS,100060683
NEWCHANNEL,100069198
WHOLESALES,156061133
RETAILCAPS,100057683
RETAILCAPS,100060941
RETAILCAPS,PL5878V001
WHOLESALES,156063795
RETAILCAPS,100061456
RETAILCAPS,100039220
GKA,100031262
RETAILCAPS,100065234
RETAILCAPS,100040306
WHOLESALES,100023974
GKA,100102398
GKA,156058177
CS OTHERS,156061716
LKA,156056992
RETAILCAPS,100038096
WHOLESALES,156056346
CS OTHERS,100071647
WHOLESALES,100025081
RETAILCAPS,100062531
RETAILCAPS,100039147
RETAILCAPS,100056236
CS OTHERS,156064308
GKA,100025147
RETAILCAPS,100084498
RETAILCAPS,100047616
RETAILCAPS,100051782
RETAILCAPS,100049146
GKA,100126290
LKA,156057426
RETAILCAPS,100047342
WHOLESALES,156060836
RETAILCAPS,PL5869V013
RETAILCAPS,100044813
RETAILCAPS,100039264
WHOLESALES,100050209
WHOLESALES,156063623
RETAILCAPS,100038272
LKA,156060317
RETAILCAPS,100027050
CS OXXO,156063968
RETAILCAPS,100054920
RETAILCAPS,100049919
RETAILCAPS,100050869
RETAILCAPS,156062146
RETAILCAPS,100062580
GKA,156058306
RETAILCAPS,100064934
RETAILCAPS,156100652
RETAILCAPS,100062851
LKA,156064445
RETAILCAPS,100040819
RETAILCAPS,156100658
LKA,156056778
WHOLESALES,156063547
RETAILCAPS,100051374
RETAILCAPS,100037282
RETAILCAPS,156101374
CS OTHERS,100108337
GKA,100029349
RETAILCAPS,100042762
GKA,156065479
CS OTHERS,100033704
RETAILCAPS,100063936
RETAILCAPS,156062983
RETAILCAPS,100036627
RETAILCAPS,156063996
GKA,156055357
RETAILCAPS,100032828
CS OTHERS,100110955
RETAILCAPS,100057985
RETAILCAPS,PL5895V008
RETAILCAPS,156064760
RETAILCAPS,100047439
CS OTHERS,100024744
RETAILCAPS,100040146
WHOLESALES,156061107
LKA,100027768
GKA,156058107
RETAILCAPS,100059584
LKA,156056609
RETAILCAPS,100072908
RETAILCAPS,156101135
RETAILCAPS,100050015
RETAILCAPS,100064242
RETAILCAPS,100099167
WHOLESALES,156064596
WHOLESALES,156060595
RETAILCAPS,100050747
WHOLESALES,156063878
RETAILCAPS,100063966
RETAILCAPS,100049391
RETAILCAPS,100058238
RETAILCAPS,PL5886V027
RETAILCAPS,100045293
RETAILCAPS,156100109
WHOLESALES,100126855
CS OTHERS,100076516
RETAILCAPS,100046935
CS OXXO,156058652
RETAILCAPS,PL5907S003
RETAILCAPS,100038586
CS OTHERS,156062714
CLUBES,156053831
LKA,156053024
WHOLESALES,156054033
RETAILCAPS,100061002
RETAILCAPS,100038901
RETAILCAPS,100043800
RETAILCAPS,100038812
RETAILCAPS,156100741
RETAILCAPS,156063080
RETAILCAPS,100027424
RETAILCAPS,100032356
WHOLESALES,156052544
RETAILCAPS,100050251
CS OTHERS,100085544
WHOLESALES,100035139
RETAILCAPS,PL5883V032
RETAILCAPS,PL5869S015
RETAILCAPS,100063120
RETAILCAPS,100039624
RETAILCAPS,100039116
RETAILCAPS,100036278
RETAILCAPS,100043407
RETAILCAPS,100047656
RETAILCAPS,100041307
RETAILCAPS,100084848
RETAILCAPS,100060998
CS OXXO,156059913
RETAILCAPS,100057081
RETAILCAPS,100063461
RETAILCAPS,100063479
RETAILCAPS,100061980
CS OTHERS,100085579
GKA,100031218
LKA,100037979
LKA,100027769
WHOLESALES,156052365
RETAILCAPS,100051469
RETAILCAPS,100051667
WHOLESALES,156060952
RETAILCAPS,100034219
RETAILCAPS,100046114
WHOLESALES,156065168
RETAILCAPS,100038930
RETAILCAPS,156100115
LKA,156056185
LKA,156052848
WHOLESALES,156053228
CS OXXO,156060918
CS OXXO,156057211
GKA,156057928
RETAILCAPS,100036369
WHOLESALES,156063898
RETAILCAPS,100052871
RETAILCAPS,PL5891S036
RETAILCAPS,100063636
RETAILCAPS,100051884
LKA,100064547
RETAILCAPS,100060930
CS OTHERS,100084052
RETAILCAPS,100061735
CS OTHERS,100100785
RETAILCAPS,100042185
LKA,100092251
RETAILCAPS,100066272
RETAILCAPS,100044624
RETAILCAPS,100052078
RETAILCAPS,100057455
GKA,156057981
RETAILCAPS,100050541
GKA,156057693
GKA,156064722
GKA,100116696
RETAILCAPS,100049516
RETAILCAPS,100043458
RETAILCAPS,100052319
RETAILCAPS,100055002
RETAILCAPS,100062152
WHOLESALES,156052366
RETAILCAPS,PL5889V034
CS OTHERS,156065004
RETAILCAPS,100044560
WHOLESALES,156061806
GKA,156055830
CS OTHERS,156062190
RETAILCAPS,100086205
CS OTHERS,100078847
RETAILCAPS,100048170
RETAILCAPS,100060764
RETAILCAPS,100061037
RETAILCAPS,100063251
RETAILCAPS,100038381
RETAILCAPS,100049268
WHOLESALES,156052131
RETAILCAPS,100062961
RETAILCAPS,100055889
RETAILCAPS,100038286
RETAILCAPS,100058480
RETAILCAPS,100047138
GKA,100058215
NEWCHANNEL,156058433
RETAILCAPS,100026855
RETAILCAPS,100115074
LKA,156056770
RETAILCAPS,100044985
RETAILCAPS,PL5882V901
RETAILCAPS,100047823
RETAILCAPS,PL5867S012
